age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,output
2,JobCat3,married,primary,no,4,no,no,unknown,2,jun,2,2,2,unknown,TypeA
2,JobCat10,single,secondary,no,3,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
3,JobCat6,single,tertiary,no,4,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
2,JobCat6,single,tertiary,no,3,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
1,JobCat9,married,secondary,no,3,yes,no,unknown,2,jun,2,2,2,unknown,TypeB
1,JobCat3,single,primary,no,4,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
1,JobCat4,single,tertiary,no,2,yes,yes,unknown,2,jun,2,2,2,unknown,TypeA
1,JobCat3,single,secondary,no,4,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
1,JobCat3,married,primary,no,1,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
2,JobCat6,married,tertiary,no,1,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
2,JobCat3,married,primary,no,4,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
2,JobCat3,married,primary,no,4,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
1,JobCat9,single,secondary,no,3,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
2,JobCat3,married,primary,no,4,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
2,JobCat3,married,secondary,no,2,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
1,JobCat3,single,secondary,no,2,yes,yes,unknown,2,jun,3,2,2,unknown,TypeA
1,JobCat8,single,tertiary,no,3,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
2,JobCat9,married,secondary,no,2,yes,yes,unknown,2,jun,4,2,2,unknown,TypeA
2,JobCat6,single,tertiary,no,1,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
2,JobCat9,single,secondary,no,2,yes,yes,unknown,2,jun,2,2,2,unknown,TypeA
3,JobCat7,married,secondary,no,4,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
2,JobCat6,single,tertiary,no,1,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
2,JobCat3,married,secondary,no,3,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
3,JobCat7,married,secondary,no,3,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
4,JobCat3,single,primary,no,3,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
1,JobCat9,married,secondary,no,3,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
2,JobCat8,single,tertiary,no,1,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
2,JobCat11,married,secondary,no,3,yes,yes,unknown,2,jun,3,2,2,unknown,TypeA
3,JobCat9,married,secondary,yes,1,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
4,JobCat2,divorced,tertiary,no,4,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
2,JobCat7,married,secondary,no,2,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
4,JobCat2,married,secondary,no,1,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
1,JobCat11,single,secondary,no,4,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
1,JobCat9,divorced,secondary,no,4,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
4,JobCat2,married,primary,no,4,yes,yes,unknown,2,jun,4,2,2,unknown,TypeA
3,JobCat3,married,secondary,no,4,yes,yes,unknown,2,jun,2,2,2,unknown,TypeA
1,JobCat9,single,tertiary,no,3,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
2,JobCat3,married,secondary,no,4,yes,yes,unknown,2,jun,4,2,2,unknown,TypeA
1,JobCat7,single,secondary,no,1,yes,yes,unknown,2,jun,3,2,2,unknown,TypeA
4,JobCat8,married,tertiary,no,4,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
1,JobCat11,single,secondary,no,2,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
2,JobCat6,single,tertiary,no,4,yes,no,unknown,2,jun,2,2,2,unknown,TypeB
2,JobCat6,married,tertiary,no,3,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
2,JobCat3,single,secondary,no,2,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
3,JobCat11,married,secondary,no,2,yes,yes,unknown,2,jun,4,2,2,unknown,TypeA
2,JobCat3,divorced,secondary,no,2,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
1,JobCat5,single,unknown,no,3,no,no,unknown,2,jun,3,2,2,unknown,TypeA
4,JobCat11,divorced,secondary,no,4,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
3,JobCat3,married,primary,no,2,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
2,JobCat9,single,secondary,no,2,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
4,JobCat6,married,secondary,no,2,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
4,JobCat9,married,secondary,no,3,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
1,JobCat7,single,secondary,no,3,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
2,JobCat9,married,secondary,no,4,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
2,JobCat6,married,tertiary,no,3,yes,no,unknown,2,jun,3,2,2,unknown,TypeB
3,JobCat6,married,tertiary,no,4,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
1,JobCat3,single,primary,no,2,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
1,JobCat7,single,secondary,no,2,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
1,JobCat3,single,secondary,no,2,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
1,JobCat3,married,secondary,no,1,no,no,unknown,2,jun,2,2,2,unknown,TypeA
2,JobCat3,single,secondary,no,3,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
2,JobCat10,divorced,tertiary,yes,2,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
1,JobCat9,single,tertiary,no,4,no,no,unknown,2,jun,3,2,2,unknown,TypeA
1,JobCat9,married,secondary,no,3,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
2,JobCat7,married,secondary,no,3,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
1,JobCat9,married,secondary,no,2,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
2,JobCat3,married,secondary,no,4,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
3,JobCat11,married,secondary,no,4,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
2,JobCat6,single,tertiary,no,4,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
3,JobCat3,single,primary,no,4,yes,yes,unknown,2,jun,2,2,2,unknown,TypeA
3,JobCat6,divorced,secondary,no,3,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
3,JobCat9,single,secondary,no,2,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
3,JobCat3,married,primary,no,4,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
4,JobCat2,married,secondary,no,4,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
4,JobCat6,divorced,tertiary,no,4,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
2,JobCat3,divorced,secondary,no,4,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
2,JobCat7,single,secondary,no,4,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
2,JobCat4,married,tertiary,no,1,no,no,unknown,2,jun,3,2,2,unknown,TypeA
3,JobCat11,single,secondary,no,1,no,no,unknown,2,jun,4,2,2,unknown,TypeA
1,JobCat9,married,secondary,no,2,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
3,JobCat11,single,secondary,no,4,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
3,JobCat11,divorced,secondary,no,4,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
3,JobCat6,married,tertiary,no,1,no,no,unknown,2,jun,4,2,2,unknown,TypeA
3,JobCat4,married,secondary,no,4,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
3,JobCat11,single,secondary,no,2,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
2,JobCat3,married,secondary,no,4,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
3,JobCat11,single,unknown,no,2,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
2,JobCat7,married,tertiary,no,1,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
3,JobCat3,married,primary,no,4,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
3,JobCat8,married,secondary,no,3,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
2,JobCat9,married,primary,no,3,yes,yes,unknown,2,jun,3,2,2,unknown,TypeA
1,JobCat3,single,primary,no,4,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
3,JobCat7,divorced,primary,no,4,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
4,JobCat8,divorced,tertiary,no,1,yes,yes,unknown,2,jun,4,2,2,unknown,TypeA
3,JobCat3,married,primary,no,2,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
2,JobCat6,single,tertiary,no,3,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
1,JobCat11,married,secondary,no,2,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
2,JobCat7,single,secondary,no,2,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
1,JobCat3,married,secondary,no,1,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
1,JobCat7,married,secondary,no,4,no,no,unknown,2,jun,3,2,2,unknown,TypeA
2,JobCat3,married,primary,no,4,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
3,JobCat9,married,secondary,no,4,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
4,JobCat6,married,tertiary,no,4,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
1,JobCat3,married,primary,no,4,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
1,JobCat9,single,secondary,no,4,yes,yes,unknown,2,jun,2,2,2,unknown,TypeA
1,JobCat9,single,tertiary,no,4,no,no,unknown,2,jun,3,2,2,unknown,TypeA
3,JobCat3,married,primary,no,3,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
1,JobCat6,single,tertiary,no,4,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
4,JobCat8,married,primary,no,2,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
3,JobCat9,divorced,secondary,no,4,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
1,JobCat3,married,secondary,no,4,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
4,JobCat3,married,secondary,no,3,yes,yes,unknown,2,jun,2,2,2,unknown,TypeA
2,JobCat6,married,secondary,no,3,yes,yes,unknown,2,jun,4,2,2,unknown,TypeA
2,JobCat3,married,secondary,no,1,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
1,JobCat3,married,primary,no,2,yes,no,unknown,2,jun,4,2,2,unknown,TypeB
2,JobCat3,married,secondary,no,1,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
3,JobCat9,single,tertiary,no,4,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
1,JobCat3,single,secondary,no,4,yes,yes,unknown,2,jun,2,2,2,unknown,TypeA
3,JobCat9,married,secondary,no,4,no,no,unknown,2,jun,4,2,2,unknown,TypeA
1,JobCat9,single,secondary,no,3,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
3,JobCat3,married,primary,no,4,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
2,JobCat7,divorced,secondary,no,3,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
3,JobCat3,married,primary,no,4,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
1,JobCat3,married,primary,no,1,yes,no,unknown,2,jun,2,2,2,unknown,TypeA
4,JobCat9,married,secondary,no,4,no,no,unknown,2,jun,3,2,2,unknown,TypeA
3,JobCat3,married,secondary,no,1,yes,yes,unknown,2,jun,4,2,2,unknown,TypeA
1,JobCat9,single,secondary,no,1,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
2,JobCat3,married,primary,no,4,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
1,JobCat3,married,secondary,no,4,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
1,JobCat10,single,secondary,no,3,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
2,JobCat9,married,tertiary,no,4,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
2,JobCat7,married,secondary,no,3,yes,yes,unknown,2,jun,4,2,2,unknown,TypeA
3,JobCat11,married,primary,no,1,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
2,JobCat11,divorced,secondary,no,3,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
1,JobCat11,single,tertiary,no,4,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
2,JobCat6,married,tertiary,no,1,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
3,JobCat11,married,secondary,no,4,yes,yes,unknown,2,jun,4,2,2,unknown,TypeA
3,JobCat11,divorced,secondary,no,4,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
4,JobCat11,married,secondary,no,4,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
3,JobCat3,married,primary,no,3,yes,no,unknown,2,jun,3,2,2,unknown,TypeA
4,JobCat10,married,secondary,yes,3,yes,yes,unknown,2,jun,4,2,2,unknown,TypeA
3,JobCat3,married,primary,no,2,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
1,JobCat11,single,secondary,no,4,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
2,JobCat3,married,secondary,no,3,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
4,JobCat3,married,primary,no,2,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
4,JobCat4,married,secondary,no,1,yes,yes,unknown,2,jun,4,2,2,unknown,TypeA
3,JobCat3,married,secondary,no,4,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
3,JobCat6,married,secondary,no,4,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
1,JobCat6,married,secondary,no,1,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
3,JobCat6,married,primary,no,1,no,no,unknown,2,jun,4,2,2,unknown,TypeA
3,JobCat3,married,secondary,no,2,no,no,unknown,2,jun,3,2,2,unknown,TypeA
4,JobCat9,married,secondary,no,3,yes,no,unknown,2,jun,4,2,2,unknown,TypeA
1,JobCat3,single,secondary,no,2,yes,no,unknown,2,jun,4,2,2,unknown,TypeB
3,JobCat6,divorced,tertiary,yes,4,yes,no,unknown,2,jun,4,2,2,unknown,TypeB
1,JobCat7,single,secondary,no,2,yes,no,unknown,3,jun,4,2,2,unknown,TypeA
2,JobCat6,married,tertiary,no,4,yes,no,unknown,3,jun,4,2,2,unknown,TypeA
4,JobCat9,divorced,secondary,no,4,yes,no,unknown,3,jun,4,2,2,unknown,TypeA
2,JobCat6,single,tertiary,no,4,no,no,unknown,3,jun,4,2,2,unknown,TypeA
1,JobCat9,single,secondary,no,3,yes,yes,unknown,3,jun,3,2,2,unknown,TypeA
3,JobCat11,divorced,secondary,no,4,yes,no,unknown,3,jun,4,2,2,unknown,TypeA
3,JobCat7,married,secondary,no,2,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
4,JobCat9,married,secondary,no,3,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
1,JobCat11,married,secondary,no,4,yes,yes,unknown,3,jun,2,2,2,unknown,TypeA
2,JobCat6,single,tertiary,no,1,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
1,JobCat3,married,secondary,no,4,no,no,unknown,3,jun,2,2,2,unknown,TypeA
2,JobCat3,married,secondary,no,3,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
4,JobCat11,single,secondary,no,4,yes,yes,unknown,3,jun,2,2,2,unknown,TypeA
4,JobCat6,married,tertiary,no,2,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
2,JobCat9,single,tertiary,no,3,no,no,unknown,3,jun,2,2,2,unknown,TypeA
3,JobCat11,single,secondary,no,3,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
1,JobCat11,single,secondary,no,2,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
1,JobCat9,single,tertiary,no,3,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
1,JobCat7,married,secondary,yes,4,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
2,JobCat7,married,secondary,no,1,yes,yes,unknown,3,jun,2,2,2,unknown,TypeA
1,JobCat9,single,secondary,no,3,yes,no,unknown,3,jun,3,2,2,unknown,TypeB
2,JobCat6,married,tertiary,yes,4,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
1,JobCat9,single,tertiary,no,4,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
1,JobCat3,single,secondary,no,4,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
4,JobCat6,married,tertiary,no,3,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
1,JobCat9,married,secondary,no,2,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
1,JobCat11,married,secondary,no,3,yes,no,unknown,3,jun,4,2,2,unknown,TypeA
1,JobCat6,single,tertiary,no,2,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
1,JobCat9,single,secondary,no,4,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
1,JobCat3,single,secondary,no,2,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
1,JobCat10,married,secondary,no,4,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
1,JobCat11,single,tertiary,no,2,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
2,JobCat11,single,secondary,no,2,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
1,JobCat7,married,secondary,no,2,no,yes,unknown,3,jun,2,2,2,unknown,TypeA
4,JobCat6,single,tertiary,no,1,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
3,JobCat3,married,primary,no,2,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
3,JobCat7,married,secondary,no,4,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
2,JobCat9,single,tertiary,no,3,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
3,JobCat3,married,secondary,no,4,yes,yes,unknown,3,jun,2,2,2,unknown,TypeA
3,JobCat10,married,secondary,no,1,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
4,JobCat3,married,primary,no,4,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
3,JobCat9,divorced,secondary,no,4,no,no,unknown,3,jun,3,2,2,unknown,TypeA
3,JobCat11,divorced,secondary,no,3,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
3,JobCat9,married,secondary,no,4,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
4,JobCat6,divorced,tertiary,no,4,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
2,JobCat9,single,secondary,no,4,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
3,JobCat7,married,secondary,no,4,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
3,JobCat3,married,primary,no,4,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
4,JobCat2,married,secondary,no,4,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
2,JobCat6,single,tertiary,no,4,no,no,unknown,3,jun,2,2,2,unknown,TypeA
1,JobCat7,married,secondary,no,3,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
2,JobCat3,married,secondary,no,2,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
3,JobCat4,married,secondary,no,4,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
4,JobCat3,married,primary,no,2,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
3,JobCat4,married,secondary,no,4,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
3,JobCat6,divorced,tertiary,no,4,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
1,JobCat4,single,secondary,no,4,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
2,JobCat6,married,tertiary,no,1,yes,no,unknown,3,jun,4,2,2,unknown,TypeA
3,JobCat3,married,secondary,no,4,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
2,JobCat3,married,secondary,no,3,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
3,JobCat4,married,secondary,no,1,no,no,unknown,3,jun,4,2,2,unknown,TypeB
3,JobCat8,married,primary,no,2,yes,yes,unknown,3,jun,4,2,2,unknown,TypeA
3,JobCat3,married,secondary,no,3,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
2,JobCat3,married,primary,no,3,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
2,JobCat7,married,secondary,no,2,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
2,JobCat3,married,secondary,no,4,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
1,JobCat3,married,primary,no,3,yes,yes,unknown,3,jun,2,2,2,unknown,TypeA
2,JobCat7,divorced,secondary,no,4,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
3,JobCat3,married,primary,no,3,yes,yes,unknown,3,jun,2,2,2,unknown,TypeA
2,JobCat9,married,secondary,no,1,yes,no,unknown,3,jun,4,2,2,unknown,TypeA
2,JobCat7,married,secondary,no,1,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
1,JobCat11,married,secondary,no,4,yes,yes,unknown,3,jun,2,2,2,unknown,TypeA
4,JobCat3,married,secondary,no,4,yes,no,unknown,3,jun,4,2,2,unknown,TypeA
1,JobCat3,married,primary,no,2,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
1,JobCat11,single,secondary,no,3,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
1,JobCat11,single,secondary,no,4,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
1,JobCat7,married,secondary,no,4,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
1,JobCat6,single,tertiary,no,2,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
2,JobCat9,single,secondary,no,3,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
3,JobCat3,married,secondary,no,2,yes,no,unknown,3,jun,4,2,2,unknown,TypeA
1,JobCat6,divorced,secondary,no,4,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
1,JobCat9,married,tertiary,yes,3,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
2,JobCat9,married,secondary,no,3,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
3,JobCat11,married,tertiary,no,4,yes,no,unknown,3,jun,4,2,2,unknown,TypeA
2,JobCat3,single,secondary,no,1,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
4,JobCat8,divorced,secondary,no,3,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
2,JobCat9,divorced,tertiary,no,4,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
1,JobCat7,divorced,secondary,no,2,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
2,JobCat7,single,secondary,no,2,yes,no,unknown,3,jun,3,2,2,unknown,TypeB
1,JobCat3,married,secondary,no,3,yes,no,unknown,3,jun,4,2,2,unknown,TypeA
1,JobCat11,married,secondary,no,2,yes,no,unknown,3,jun,4,2,2,unknown,TypeA
3,JobCat6,divorced,tertiary,no,4,yes,no,unknown,3,jun,4,2,2,unknown,TypeA
3,JobCat3,married,secondary,no,4,yes,yes,unknown,3,jun,2,2,2,unknown,TypeA
1,JobCat3,married,secondary,no,2,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
3,JobCat6,married,tertiary,no,3,yes,no,unknown,3,jun,4,2,2,unknown,TypeA
2,JobCat9,married,tertiary,no,4,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
3,JobCat6,divorced,tertiary,no,4,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
1,JobCat7,single,secondary,no,4,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
2,JobCat3,single,secondary,no,4,yes,yes,unknown,3,jun,3,2,2,unknown,TypeA
1,JobCat4,single,tertiary,no,3,yes,yes,unknown,3,jun,2,2,2,unknown,TypeA
3,JobCat3,married,secondary,no,4,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
2,JobCat6,single,tertiary,no,2,yes,no,unknown,3,jun,4,2,2,unknown,TypeA
1,JobCat4,single,tertiary,no,4,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
3,JobCat3,married,primary,no,2,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
1,JobCat1,married,secondary,no,2,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
2,JobCat7,single,secondary,no,4,yes,no,unknown,3,jun,4,2,2,unknown,TypeA
1,JobCat7,single,secondary,no,2,yes,no,unknown,3,jun,4,2,2,unknown,TypeA
1,JobCat7,single,secondary,no,2,yes,no,unknown,3,jun,2,2,2,unknown,TypeB
3,JobCat3,married,primary,no,3,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
2,JobCat6,single,tertiary,no,4,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
1,JobCat3,married,secondary,no,3,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
1,JobCat9,single,secondary,no,2,no,no,unknown,3,jun,3,2,2,unknown,TypeA
3,JobCat3,divorced,primary,no,1,yes,no,unknown,3,jun,4,2,2,unknown,TypeA
1,JobCat3,single,secondary,yes,4,yes,no,unknown,3,jun,3,2,2,unknown,TypeB
3,JobCat3,married,primary,no,1,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
1,JobCat6,single,tertiary,no,4,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
2,JobCat7,married,secondary,no,3,no,no,unknown,3,jun,3,2,2,unknown,TypeA
1,JobCat6,married,tertiary,no,4,yes,yes,unknown,3,jun,4,2,2,unknown,TypeA
1,JobCat6,single,tertiary,no,4,yes,yes,unknown,3,jun,4,2,2,unknown,TypeA
3,JobCat7,married,secondary,no,2,yes,yes,unknown,3,jun,2,2,2,unknown,TypeA
2,JobCat3,single,secondary,no,1,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
1,JobCat3,married,secondary,no,1,yes,no,unknown,3,jun,4,2,2,unknown,TypeA
4,JobCat11,married,secondary,no,1,yes,yes,unknown,3,jun,3,2,2,unknown,TypeA
1,JobCat3,single,secondary,no,4,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
1,JobCat3,married,primary,no,3,yes,yes,unknown,3,jun,2,2,2,unknown,TypeA
1,JobCat6,single,tertiary,no,2,yes,no,unknown,3,jun,4,2,2,unknown,TypeA
2,JobCat10,single,unknown,no,2,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
1,JobCat3,single,secondary,no,4,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
3,JobCat11,single,secondary,no,3,no,no,unknown,3,jun,3,2,2,unknown,TypeA
3,JobCat6,married,secondary,no,1,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
4,JobCat8,married,secondary,no,1,yes,no,unknown,3,jun,4,2,2,unknown,TypeA
4,JobCat11,married,secondary,no,3,yes,no,unknown,3,jun,4,2,2,unknown,TypeA
1,JobCat7,single,secondary,no,4,yes,yes,unknown,3,jun,2,2,2,unknown,TypeA
1,JobCat3,single,secondary,yes,4,yes,no,unknown,3,jun,2,2,2,unknown,TypeA
3,JobCat3,married,primary,no,1,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
2,JobCat11,divorced,secondary,no,4,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
3,JobCat3,divorced,primary,no,4,yes,no,unknown,3,jun,4,2,2,unknown,TypeA
3,JobCat6,married,tertiary,no,3,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
1,JobCat3,married,secondary,yes,4,no,no,unknown,3,jun,3,2,2,unknown,TypeA
3,JobCat6,single,secondary,no,4,yes,no,unknown,3,jun,3,2,2,unknown,TypeA
